index,Course,Grade,Section_Grade,Course_Type,Cluster
4408,Calculus I Honors,12,97.01,Math,1
4409,Biology AP,12,89.9,Science,0
4410,European History AP,12,93.71,Humanities,1
4411,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
4412,English Literature and Composition AP,12,93.16,English,0
4413,Latin AP,12,93.27,Foreign Language,0
4414,Calculus I Honors,12,91.03,Math,0
4415,Biology AP,12,87.16,Science,0
4416,Anatomy and Physiology Honors,12,94.26,Science,1
4417,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
4418,Shakespeare Post-AP,12,95.48,English,1
4419,Spanish Language and Culture AP,12,96.25,Foreign Language,1
4420,Multivariable Calculus Post-AP,12,94.2,Math,1
4421,Data Structures Post-AP,12,96.4,Computer Science,1
4422,Physics C AP: Mechanics,12,96.78,Science,1
4423,Microeconomics AP,12,97.09,Humanities,1
4424,Mythology Classical and World Literature Post-AP,12,93.3,English,0
4425,French Language and Culture AP,12,91.7,Foreign Language,0
4426,Calculus BC AP,12,94.45,Math,1
4427,Biology AP,12,97.32,Science,1
4428,Microeconomics AP,12,97.24,Humanities,1
4429,Shakespeare Post-AP,12,93.8,English,1
4430,Art History AP,12,90.15,Humanities,0
4431,Spanish Language and Culture AP,12,87.25,Foreign Language,0
4432,Calculus I Honors,12,86.55,Math,2
4433,Environmental Science AP,12,82.82,Science,2
4434,Psychology AP,12,82.68,Psychology,2
4435,English Literature and Composition AP,12,92.91,English,0
4436,Seminar in Visual Arts Post-AP,12,98.11,Arts,1
4437,Spanish Language and Culture AP,12,87.64,Foreign Language,0
4438,Calculus AB AP,12,79.45,Math,2
4439,Environmental Science AP,12,88.58,Science,0
4440,Social Entrepreneurship III Advanced,12,97.23,Entrepreneurship,1
4441,Microeconomics AP,12,85.88,Humanities,2
4442,English Literature and Composition AP,12,91.92,English,0
4443,Statistics AP,12,81.72,Math,2
4444,Anatomy and Physiology Honors,12,81.01,Science,2
4445,European History AP,12,80.03,Humanities,2
4446,Holocaust History Honors,12,97.48,Humanities,1
4447,English Literature and Composition AP,12,90.32,English,0
4448,Art History AP,12,94.99,Humanities,1
4449,Calculus I Honors,12,98.08,Math,1
4450,Biology AP,12,85.9,Science,2
4451,Organic Chemistry Post-AP,12,96.05,Science,1
4452,European History AP,12,86.85,Humanities,0
4453,English Literature and Composition AP,12,90.08,English,0
4454,French V Honors,12,91.19,Foreign Language,0
4455,Calculus I Honors,12,97.94,Math,1
4456,Physics I AP,12,82.54,Science,2
4457,Government and Politics: United States AP,12,79.96,Humanities,2
4458,Microeconomics AP,12,84.59,Humanities,2
4459,Mythology Classical and World Literature Post-AP,12,92.49,English,0
4460,Art History AP,12,93.11,Humanities,0
4461,French Language and Culture AP,12,80.98,Foreign Language,2
4462,Calculus I Honors,12,83.12,Math,2
4463,Anatomy and Physiology Honors,12,86.56,Science,2
4464,English Literature and Composition AP,12,91.08,English,0
4465,Talented Writers Program III Honors,12,83.38,English,2
4466,Spanish V Honors,12,90.43,Foreign Language,0
4467,Calculus I Honors,12,93.37,Math,1
4468,Biology AP,12,73.82,Science,2
4469,Microeconomics AP,12,81.48,Humanities,2
4470,English Literature and Composition AP,12,86.63,English,2
4471,Latin AP,12,89.4,Foreign Language,0
4472,Calculus I Honors,12,87.35,Math,0
4473,Astronomy Honors,12,84.94,Science,2
4474,Anatomy and Physiology Honors,12,87.03,Science,0
4475,European History AP,12,84.66,Humanities,2
4476,Mythology Classical and World Literature Post-AP,12,93.92,English,1
4477,Art History AP,12,98.58,Humanities,1
4478,French Language and Culture AP,12,93.73,Foreign Language,1
4479,Calculus AB AP,12,90.25,Math,0
4480,Biology AP,12,90.99,Science,0
4481,Psychology AP,12,93.56,Psychology,1
4482,Shakespeare Post-AP,12,94.7,English,1
4483,Latin AP,12,91.81,Foreign Language,0
4484,Calculus I Honors,12,93.75,Math,1
4485,Computer Science Principles AP,12,94.83,Science,1
4486,Marine Science Honors,12,94.71,Science,1
4487,European History AP,12,96.5,Humanities,1
4488,Social Entrepreneurship III Advanced,12,91.81,Entrepreneurship,0
4489,English Literature and Composition AP,12,89.66,English,0
4490,Art History AP,12,91.22,Humanities,0
4491,Spanish Language and Culture AP,12,92.72,Foreign Language,0
4492,Calculus I Honors,12,84.3,Math,2
4493,Marine Science Honors,12,86.25,Science,2
4494,Mythology Classical and World Literature Post-AP,12,88.01,English,0
4495,French Language and Culture AP,12,83.51,Foreign Language,2
4496,Calculus I Honors,12,93.98,Math,1
4497,Physics I AP,12,65.61,Science,2
4498,AP Research (Capstone Year 2),12,94.9,Research,1
4499,Microeconomics AP,12,86.23,Humanities,2
4500,Mythology Classical and World Literature Post-AP,12,94.51,English,1
4501,Spanish Language and Culture AP,12,97.6,Foreign Language,1
4502,Statistics AP,12,99.26,Math,1
4503,Calculus BC AP,12,96.58,Math,1
4504,Physics C AP: Mechanics,12,96.46,Science,1
4505,Microeconomics AP,12,97.41,Humanities,1
4506,Mythology Classical and World Literature Post-AP,12,97.99,English,1
4507,Chinese Language and Culture AP,12,98.34,Foreign Language,1
4508,Multivariable Calculus Post-AP,12,95.5,Math,1
4509,Computer Science Principles AP,12,97.72,Science,1
4510,Physics C AP: Mechanics,12,93.45,Science,1
4511,"Philosophy, Politics, and Economics Post-AP",12,98.18,Law and Politics,1
4512,Mythology Classical and World Literature Post-AP,12,96.02,English,1
4513,Spanish Literature and Culture AP,12,94.8,Foreign Language,1
4514,Multivariable Calculus Post-AP,12,91.3,Math,0
4515,Physics C AP: Mechanics,12,90.73,Science,0
4516,Organic Chemistry Post-AP,12,95.31,Science,1
4517,European History AP,12,96.02,Humanities,1
4518,AP Research (Capstone Year 2),12,100.0,Research,1
4519,Women Writers Post-AP,12,93.93,English,1
4520,Spanish Language and Culture AP,12,92.35,Foreign Language,0
4521,Statistics AP,12,93.93,Math,1
4522,Calculus BC AP,12,79.6,Math,2
4523,Marine Science Honors,12,93.75,Science,1
4524,European History AP,12,82.57,Humanities,2
4525,Government and Politics: United States AP,12,91.57,Humanities,0
4526,English Literature and Composition AP,12,95.27,English,1
4527,Spanish Language and Culture AP,12,93.25,Foreign Language,0
4528,Calculus I Honors,12,98.98,Math,1
4529,Biology AP,12,86.73,Science,0
4530,Astronomy Honors,12,97.53,Science,1
4531,Anatomy and Physiology Honors,12,95.63,Science,1
4532,Mythology Classical and World Literature Post-AP,12,94.64,English,1
4533,Calculus BC AP,12,89.29,Math,0
4534,Physics C AP: Mechanics,12,83.44,Science,2
4535,Biology Post-AP,12,100.0,Science,1
4536,European History AP,12,91.06,Humanities,0
4537,AP Seminar (Capstone Year 1),12,89.96,Research,0
4538,English Literature and Composition AP,12,87.46,English,0
4539,Spanish: 20th Century Latin American Literature Post-AP,12,93.79,Foreign Language,1
4540,Calculus I Honors,12,95.73,Math,1
4541,Chemistry AP,12,83.18,Science,2
4542,European History AP,12,93.06,Humanities,0
4543,Mythology Classical and World Literature Post-AP,12,90.05,English,0
4544,Spanish Language and Culture AP,12,94.37,Foreign Language,1
4545,Calculus BC AP,12,91.3,Math,0
4546,Artificial Intelligence Post-AP,12,97.88,Computer Science,1
4547,Physics C AP: Mechanics,12,91.93,Science,0
4548,Chemistry AP,12,88.63,Science,0
4549,Microeconomics AP,12,94.08,Humanities,1
4550,English Literature and Composition AP,12,92.19,English,0
4551,Talented Writers Program III Honors,12,91.45,English,0
4552,Chinese Language and Culture AP,12,87.2,Foreign Language,0
4553,Calculus I Honors,12,89.6,Math,0
4554,Environmental Science AP,12,91.28,Science,0
4555,Psychology AP,12,91.42,Psychology,0
4556,Government and Politics: United States AP,12,91.91,Humanities,0
4557,AP Research (Capstone Year 2),12,97.84,Research,1
4558,English Literature and Composition AP,12,93.27,English,0
4559,Spanish Language and Culture AP,12,95.05,Foreign Language,1
4560,Calculus AB AP,12,86.92,Math,0
4561,Biology AP,12,86.5,Science,2
4562,Psychology AP,12,91.36,Psychology,0
4563,AP Research (Capstone Year 2),12,100.0,Research,1
4564,English Literature and Composition AP,12,95.08,English,1
4565,Art History AP,12,96.56,Humanities,1
4566,Spanish Language and Culture AP,12,95.65,Foreign Language,1
4567,Calculus I Honors,12,96.44,Math,1
4568,Biology AP,12,85.82,Science,2
4569,Microeconomics AP,12,89.01,Humanities,0
4570,Shakespeare Post-AP,12,95.14,English,1
4571,Spanish: 20th Century Latin American Literature Post-AP,12,96.88,Foreign Language,1
4572,Calculus BC AP,12,92.88,Math,0
4573,Chemistry AP,12,86.8,Science,0
4574,Microeconomics AP,12,91.83,Humanities,0
4575,Psychology Research and Applications Post-AP,12,100.0,Psychology,1
4576,Mythology Classical and World Literature Post-AP,12,96.06,English,1
4577,Spanish Language and Culture AP,12,97.38,Foreign Language,1
4578,Calculus AB AP,12,91.6,Math,0
4579,Chemistry AP,12,90.97,Science,0
4580,Psychology AP,12,96.11,Psychology,1
4581,European History AP,12,97.74,Humanities,1
4582,English Literature and Composition AP,12,93.52,English,1
4583,Spanish: 20th Century Latin American Literature Post-AP,12,92.75,Foreign Language,0
4584,Statistics AP,12,93.63,Math,1
4585,Calculus BC AP,12,89.42,Math,0
4586,Chemistry AP,12,87.08,Science,0
4587,"Philosophy, Politics, and Economics Post-AP",12,94.85,Law and Politics,1
4588,Shakespeare Post-AP,12,90.5,English,0
4589,Latin AP,12,89.97,Foreign Language,0
4590,Multivariable Calculus Post-AP,12,90.9,Math,0
4591,Physics C AP: Mechanics,12,91.03,Science,0
4592,Science Research III Advanced,12,94.0,Science,1
4593,Microeconomics AP,12,86.67,Humanities,2
4594,English Literature and Composition AP,12,90.39,English,0
4595,Spanish Language and Culture AP,12,94.0,Foreign Language,1
4596,Calculus BC AP,12,94.53,Math,1
4597,Data Structures Post-AP,12,90.37,Computer Science,0
4598,Physics C AP: Mechanics,12,77.85,Science,2
4599,European History AP,12,85.04,Humanities,2
4600,English Literature and Composition AP,12,92.47,English,0
4601,Spanish Language and Culture AP,12,93.4,Foreign Language,1
4602,Calculus AB AP,12,90.86,Math,0
4603,Artificial Intelligence Post-AP,12,97.0,Computer Science,1
4604,Chemistry AP,12,92.95,Science,0
4605,European History AP,12,93.96,Humanities,1
4606,English Literature and Composition AP,12,94.15,English,1
4607,Latin AP,12,89.82,Foreign Language,0
4608,Calculus I Honors,12,94.47,Math,1
4609,Environmental Science AP,12,88.23,Science,0
4610,Psychology AP,12,87.26,Psychology,0
4611,Microeconomics AP,12,87.46,Humanities,0
4612,Women Writers Post-AP,12,96.49,English,1
4613,Multivariable Calculus Post-AP,12,92.1,Math,0
4614,Artificial Intelligence Post-AP,12,97.46,Computer Science,1
4615,Physics C AP: Mechanics,12,90.57,Science,0
4616,European History AP,12,94.65,Humanities,1
4617,Social Entrepreneurship III Advanced,12,94.6,Entrepreneurship,1
4618,Microeconomics AP,12,90.04,Humanities,0
4619,English Literature and Composition AP,12,89.72,English,0
4620,Art History AP,12,88.95,Humanities,0
4621,Latin AP,12,89.34,Foreign Language,0
4622,Calculus I Honors,12,88.26,Math,0
4623,Environmental Science AP,12,80.72,Science,2
4624,Psychology AP,12,82.56,Psychology,2
4625,On The Fringe: Marginalized Voices in Literature Post-AP,12,99.15,English,1
4626,Spanish V Honors,12,97.57,Foreign Language,1
4627,Calculus BC AP,12,83.45,Math,2
4628,Biology Post-AP,12,96.07,Science,1
4629,European History AP,12,93.59,Humanities,1
4630,Microeconomics AP,12,89.1,Humanities,0
4631,English Literature and Composition AP,12,91.37,English,0
4632,Spanish IV,12,86.65,Foreign Language,2
4633,Calculus I Honors,12,87.5,Math,0
4634,Environmental Science AP,12,89.13,Science,0
4635,European History AP,12,84.67,Humanities,2
4636,Holocaust History Honors,12,98.51,Humanities,1
4637,English Literature and Composition AP,12,94.25,English,1
4638,Spanish IV,12,94.3,Foreign Language,1
4639,Calculus AB AP,12,91.38,Math,0
4640,Environmental Science AP,12,90.51,Science,0
4641,Psychology AP,12,86.38,Psychology,2
4642,Microeconomics AP,12,86.66,Humanities,2
4643,Shakespeare Post-AP,12,96.34,English,1
4644,Spanish Language and Culture AP,12,96.03,Foreign Language,1
4645,Multivariable Calculus Post-AP,12,89.1,Math,0
4646,Chemistry AP,12,94.12,Science,1
4647,AP Research (Capstone Year 2),12,100.0,Research,1
4648,English Literature and Composition AP,12,92.9,English,0
4649,Spanish IV,12,89.44,Foreign Language,0
4650,Calculus BC AP,12,89.52,Math,0
4651,Computer Science Principles AP,12,96.27,Science,1
4652,Physics C AP: Mechanics,12,87.03,Science,0
4653,Psychology AP,12,84.97,Psychology,2
4654,English Literature and Composition AP,12,90.0,English,0
4655,Art History AP,12,94.54,Humanities,1
4656,French Language and Culture AP,12,87.32,Foreign Language,0
4657,Calculus I Honors,12,88.85,Math,0
4658,Marine Science Honors,12,93.77,Science,1
4659,Mythology Classical and World Literature Post-AP,12,91.24,English,0
4660,Chinese V Honors,12,93.01,Foreign Language,0
4661,Calculus I Honors,12,94.65,Math,1
4662,Anatomy and Physiology Honors,12,87.64,Science,0
4663,Government and Politics: United States AP,12,86.18,Humanities,2
4664,Microeconomics AP,12,90.89,Humanities,0
4665,Shakespeare Post-AP,12,94.55,English,1
4666,Spanish Language and Culture AP,12,96.25,Foreign Language,1
4667,Statistics AP,12,98.77,Math,1
4668,Multivariable Calculus Post-AP,12,92.1,Math,0
4669,Physics C AP: Mechanics,12,91.92,Science,0
4670,Science Research III Advanced,12,98.0,Science,1
4671,"Philosophy, Politics, and Economics Post-AP",12,97.88,Law and Politics,1
4672,On The Fringe: Marginalized Voices in Literature Post-AP,12,97.78,English,1
4673,Spanish Language and Culture AP,12,97.9,Foreign Language,1
4674,Calculus BC AP,12,91.7,Math,0
4675,Physics I AP,12,92.72,Science,0
4676,Science Research III Advanced,12,99.0,Science,1
4677,European History AP,12,98.52,Humanities,1
4678,Mythology Classical and World Literature Post-AP,12,93.8,English,1
4679,Chinese Language and Culture AP,12,99.64,Foreign Language,1
4680,Calculus BC AP,12,89.95,Math,0
4681,Data Structures Post-AP,12,91.45,Computer Science,0
4682,Biology AP,12,94.53,Science,1
4683,European History AP,12,96.97,Humanities,1
4684,English Literature and Composition AP,12,92.97,English,0
4685,Statistics AP,12,84.78,Math,2
4686,Calculus I Honors,12,91.75,Math,0
4687,Biology AP,12,76.69,Science,2
4688,Anatomy and Physiology Honors,12,84.42,Science,2
4689,European History AP,12,87.23,Humanities,0
4690,Government and Politics: United States AP,12,89.92,Humanities,0
4691,English Literature and Composition AP,12,85.0,English,2
4692,Chinese Language and Culture AP,12,84.1,Foreign Language,2
4693,Calculus AB AP,12,71.68,Math,2
4694,Physics I AP,12,74.62,Science,2
4695,AP Research (Capstone Year 2),12,89.71,Research,0
4696,Social Entrepreneurship III Advanced,12,94.58,Entrepreneurship,1
4697,Microeconomics AP,12,79.46,Humanities,2
4698,Mythology Classical and World Literature Post-AP,12,94.55,English,1
4699,Talented Writers Program II Honors,12,92.44,English,0
4700,Chinese Language and Culture AP,12,90.32,Foreign Language,0
4701,Calculus I Honors,12,96.25,Math,1
4702,Biology Post-AP,12,97.34,Science,1
4703,Chemistry AP,12,89.86,Science,0
4704,Mythology Classical and World Literature Post-AP,12,94.71,English,1
4705,On The Fringe: Marginalized Voices in Literature Post-AP,12,99.15,English,1
4706,Spanish Language and Culture AP,12,94.68,Foreign Language,1
4707,Calculus BC AP,12,91.72,Math,0
4708,Physics C AP: Mechanics,12,82.84,Science,2
4709,"Philosophy, Politics, and Economics Post-AP",12,98.18,Law and Politics,1
4710,English Literature and Composition AP,12,85.31,English,2
4711,Latin IV Honors,12,89.72,Foreign Language,0
4712,Calculus I Honors,12,96.46,Math,1
4713,Chemistry AP,12,91.42,Science,0
4714,Psychology AP,12,83.49,Psychology,2
4715,Microeconomics AP,12,86.72,Humanities,0
4716,English Literature and Composition AP,12,93.1,English,0
4717,Chinese Language and Culture AP,12,87.02,Foreign Language,0
4718,Calculus I Honors,12,95.52,Math,1
4719,Environmental Science AP,12,88.26,Science,0
4720,Marine Science Honors,12,89.22,Science,0
4721,European History AP,12,83.74,Humanities,2
4722,English Literature and Composition AP,12,86.94,English,0
4723,Spanish: 20th Century Latin American Literature Post-AP,12,93.25,Foreign Language,0
4724,Statistics AP,12,82.55,Math,2
4725,Calculus I Honors,12,94.06,Math,1
4726,Biology AP,12,79.92,Science,2
4727,Microeconomics AP,12,82.16,Humanities,2
4728,English Literature and Composition AP,12,86.78,English,0
4729,Spanish V Honors,12,88.59,Foreign Language,0
4730,Calculus I Honors,12,88.71,Math,0
4731,Environmental Science AP,12,74.32,Science,2
4732,Microeconomics AP,12,74.06,Humanities,2
4733,On The Fringe: Marginalized Voices in Literature Post-AP,12,79.53,English,2
4734,Studio Art 2-D Design AP,12,76.52,Arts,2
4735,Spanish Language and Culture AP,12,82.52,Foreign Language,2
4736,Calculus BC AP,12,83.39,Math,2
4737,Biology AP,12,84.41,Science,2
4738,AP Research (Capstone Year 2),12,69.02,Research,2
4739,Microeconomics AP,12,84.13,Humanities,2
4740,English Literature and Composition AP,12,89.18,English,0
4741,Spanish IV,12,84.61,Foreign Language,2
4742,Calculus I Honors,12,94.18,Math,1
4743,Data Structures Post-AP,12,92.26,Computer Science,0
4744,Environmental Science AP,12,87.62,Science,0
4745,European History AP,12,82.4,Humanities,2
4746,English Literature and Composition AP,12,92.92,English,0
4747,Latin AP,12,95.35,Foreign Language,1
4748,Calculus I Honors,12,94.89,Math,1
4749,Biology AP,12,86.3,Science,2
4750,United States History AP,12,92.54,Humanities,0
4751,Microeconomics AP,12,90.57,Humanities,0
4752,English Literature and Composition AP,12,89.01,English,0
4753,Spanish IV Honors,12,91.99,Foreign Language,0
4754,Calculus AB AP,12,81.34,Math,2
4755,Anatomy and Physiology Honors,12,92.91,Science,0
4756,Psychology AP,12,88.75,Psychology,0
4757,Microeconomics AP,12,85.8,Humanities,2
4758,English Literature and Composition AP,12,89.72,English,0
